"","hhid","femalehead","enumerator","date","hh_type","grow_maize","hh_yes","recipient","consent","maizeeduc","maizeage","maizehh_no","maizedist_shop","maizearea_cultivation","maizebags_harv","maizepralready_plant","maizeprinfo_receiv","maizeprinfo_receiv_spouse","maizeprinput_use","maizeprwall","maizeprrooms","maizeprearn","maizevideo_shown","maizeoptimal_spacing","maizeq22","maizeq23","maizemobile","maizemobile_access","maizeq26","maizeq27","maizeivr","maizeinside_outside","maizedisturbed","maizeeduc_spouse","maizeage_spouse","vilID","subID","distID"
"2426","HH1753",0,10,"2017-08-21","Yes","Yes","No","male","Yes",5,57,13,0,0.25,1.5,"No","Yes","No","Yes",1,2,"Yes","couple","a","c","b","Yes",NA,NA,"1","yes","Outside","Yes",2,37,19,1,4
"2427","HH2010",0,10,"2017-08-21","Yes","Yes","No","female","Yes",4,24,5,0,3,16,"No","No","Yes","No",1,2,"Yes","couple","a","c","a","Yes",NA,NA,"1","yes","Outside","No",2,32,19,1,4
"2428","HH211",0,11,"2017-08-21","Yes","Yes","No","male","Yes",4,45,6,20,0.5,4,"Yes","No","No","No",1,3,"No","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",3,42,19,1,4
"2429","HH2267",0,10,"2017-08-21","Yes","Yes","No","couple","Yes",2,24,2,0,1,4,"Yes","No","No","No",3,1,"Yes","couple","b","c","b","Yes",NA,NA,"1","yes","Outside","No",2,23,19,1,4
"2430","HH2524",0,10,"2017-08-21","Yes","Yes","No","male","Yes",4,35,7,0,1.5,7,"Yes","No","No","No",3,1,"Yes","ctrl","b","c","b","Yes",NA,NA,"1","no","Outside","No",2,25,19,1,4
"2431","HH468",0,10,"2017-08-21","Yes","Yes","Yes","female","Yes",2,21,4,0,0.400000005960464,0.200000002980232,"Yes","No","No","No",3,1,"Yes","male","d","c","b","Yes",NA,NA,"1","yes","Outside","No",2,25,19,1,4
"2432","HH725",0,10,"2017-08-21","Yes","Yes","Yes","couple","Yes",4,39,6,5,1,2,"Yes","No","No","Yes",1,1,"Yes","male","b","c","b","Yes",NA,NA,"1","yes","Outside","No",2,35,19,1,4
"2433","HH982",0,10,"2017-08-21","Yes","Yes","No","male","Yes",4,44,7,10,3.5,28,"Yes","No","Yes","Yes",1,2,"No","female","a","c","b","Yes",NA,NA,"1","yes","Outside","No",3,32,19,1,4
"2434","FH2095",1,16,"2017-08-22","Yes","Yes","Yes",NA,"Yes",1,45,5,0,0.75,1,"No","No","No","No",1,2,"Yes","female","a","b","b","Yes",NA,NA,"1","no","Outside","No",NA,NA,20,1,4
"2435","HH3349",0,9,"2017-08-21","Yes","Yes","No","male","Yes",4,35,12,25,1.5,15,"Yes","No","No","No",1,4,"No","male","a","c","b","Yes",NA,NA,"1","no","Outside","No",2,32,20,1,4
"2436","HH3376",0,9,"2017-08-21","Yes","Yes","Yes","female","Yes",2,28,10,20,3,5,"Yes","No","No","No",3,3,"No","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",4,35,20,1,4
"2437","HH3403",0,4,"2017-08-21","Yes","Yes","No","male","Yes",2,32,6,20,1,5,"Yes","No","No","No",1,1,"No","female","c","c","a","No","No",NA,NA,"yes","Outside","No",3,21,20,1,4
"2438","HH3430",0,4,"2017-08-21","Yes","Yes","Yes","female","Yes",3,21,4,20,1.5,3,"Yes","No","No","Yes",1,3,"Yes","female","c","c","a","Yes",NA,NA,"1","no","Outside","No",2,24,20,1,4
"2439","HH3457",0,5,"2017-08-21","Yes","Yes","No","male","Yes",2,40,9,20,1,0.100000001490116,"Yes","No","No","No",3,4,"Yes","couple","b","a","b","No","No",NA,NA,"yes","Outside","No",3,33,20,1,4
"2440","HH3484",0,9,"2017-08-21","Yes","Yes","Yes","female","Yes",3,35,5,1,1,7,"Yes","No","No","No",3,2,"Yes","couple","a","c","b","Yes",NA,NA,"1","yes","Outside","No",4,44,20,1,4
"2441","HH3511",0,6,"2017-08-21","Yes","Yes","Yes","couple","Yes",3,40,6,12,0.5,8,"No","No","No","Yes",3,2,"No","couple","a","c","b","Yes",NA,NA,"1","yes","Outside","No",1,33,20,1,4
"2442","FH34",1,16,"2017-08-23","Yes","Yes","No",NA,"Yes",3,44,7,2,1,3.5,"No","Yes","No","Yes",1,2,"Yes","male","c","c","b","Yes",NA,NA,"1","yes","Outside","No",NA,NA,21,1,4
"2443","HH2614",0,4,"2017-08-23","Yes","Yes","No","male","Yes",3,55,6,12,1,0,"No","No","No","Yes",3,5,"Yes","male","a","c","b","Yes",NA,NA,"1","yes","Outside","Yes",2,46,21,1,4
"2444","HH2699",0,6,"2017-08-23","Yes","Yes","No","female","Yes",2,37,9,15,1,1.29999995231628,"Yes","No","No","No",1,2,"Yes","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",6,48,21,1,4
"2445","HH2784",0,5,"2017-08-23","Yes","Yes","No","couple","Yes",2,23,4,23,2,5,"Yes","No","No","No",3,2,"No","male","b","c","b","Yes",NA,NA,"1","yes","Outside","No",3,26,21,1,4
"2446","HH2869",0,6,"2017-08-23","Yes","Yes","No","male","Yes",6,46,7,15,2,4,"Yes","No","No","No",1,3,"Yes","female","a","c","b","Yes",NA,NA,"1","yes","Outside","No",4,43,21,1,4
"2447","HH2954",0,9,"2017-08-23","Yes","Yes","No","female","Yes",2,35,7,18,10,14,"Yes","No","No","No",3,1,"No","female","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,42,21,1,4
"2448","HH3039",0,7,"2017-08-23","Yes","Yes","No","couple","Yes",2,28,6,6,3,2,"No","Yes","Yes","No",3,1,"Yes","female","a","b","b","Yes",NA,NA,"1","no","Outside","No",2,24,21,1,4
"2449","HH3124",0,5,"2017-08-23","Yes","Yes","No","male","Yes",2,41,8,15,1.5,1.5,"Yes","No","No","Yes",1,2,"Yes","couple","b","b","b","Yes",NA,NA,"1","no","Outside","No",2,36,21,1,4
"2450","HH3209",0,4,"2017-08-23","Yes","Yes","Yes","female","Yes",1,50,8,2,1,4,"No","No","No","No",3,2,"No","couple","a","c","b","No","Yes","Yes","1","no","Outside","No",1,55,21,1,4
"2451","HH3294",0,9,"2017-08-23","Yes","Yes","No","couple","Yes",2,34,10,19,3,6,"Yes","No","No","No",1,3,"Yes","couple","b","c","b","Yes",NA,NA,"1","no","Outside","No",2,32,21,1,4
"2452","FH34",1,3,"2017-08-21","Yes","Yes","No",NA,"Yes",1,63,8,5,3,2,"Yes","No","No","No",3,1,"No","male","c","c","b","Yes",NA,NA,"1","yes","Outside","No",NA,NA,22,1,4
"2453","HH2573",0,1,"2017-08-21","Yes","Yes","No","male","Yes",4,64,1,3,1,0.400000005960464,"Yes","No","No","No",1,2,"No","male","c","c","b","No","No",NA,NA,"no","Outside","Yes",1,999,22,1,4
"2454","HH2658",0,1,"2017-08-21","Yes","Yes","No","female","Yes",1,32,8,4,3,18,"Yes","No","No","Yes",1,2,"No","male","a","c","b","No","No",NA,NA,"no","Outside","No",1,38,22,1,4
"2455","HH2743",0,1,"2017-08-21","Yes","Yes","No","couple","Yes",2,30,5,5,1,0.5,"Yes","No","No","Yes",3,1,"Yes","male","b","a","b","Yes",NA,NA,"1","yes","Outside","No",2,29,22,1,4
"2456","HH2828",0,3,"2017-08-21","Yes","Yes","No","male","Yes",2,48,12,5,1,2,"Yes","No","No","Yes",1,2,"No","female","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,45,22,1,4
"2457","HH2913",0,1,"2017-08-21","Yes","Yes","No","female","Yes",3,20,4,4,2,3,"Yes","No","No","Yes",3,1,"No","female","c","c","b","No","No",NA,NA,"no","Outside","Yes",2,33,22,1,4
"2458","HH2998",0,1,"2017-08-21","Yes","Yes","Yes","couple","Yes",4,28,4,3,6,4,"Yes","No","No","No",1,3,"Yes","female","c","c","b","Yes",NA,NA,"1","no","Outside","No",4,32,22,1,4
"2459","HH3083",0,1,"2017-08-21","Yes","Yes","No","male","Yes",2,35,9,4,2,1,"Yes","No","No","Yes",3,1,"Yes","couple","a","c","b","Yes",NA,NA,"1","yes","Outside","Yes",2,27,22,1,4
"2460","HH3168",0,1,"2017-08-21","Yes","Yes","Yes","female","Yes",1,37,10,5,2,1,"Yes","No","No","No",3,1,"No","couple","c","c","b","No","No",NA,NA,"yes","Outside","Yes",4,39,22,1,4
"2461","HH3253",0,3,"2017-08-21","Yes","Yes","Yes","couple","Yes",4,48,10,5,2,2,"Yes","No","No","Yes",3,2,"No","couple","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,45,22,1,4
"2462","FH2102",1,16,"2017-08-22","Yes","Yes","Yes",NA,"Yes",3,43,6,1,1.5,1,"Yes","No","No","No",1,2,"Yes","male","a","a","b","Yes",NA,NA,"1","no","Outside","No",NA,NA,23,1,4
"2463","HH2571",0,4,"2017-08-21","Yes","Yes","Yes","male","Yes",3,34,5,2,1,1.5,"Yes","No","No","No",3,1,"Yes","male","a","c","a","Yes",NA,NA,"1","yes","Outside","No",3,28,23,1,4
"2464","HH2656",0,7,"2017-08-21","Yes","Yes","Yes","female","Yes",1,25,5,2,1,1,"Yes","No","No","No",3,1,"No","male","a","c","b","No","No",NA,NA,"yes","Outside","No",2,40,23,1,4
"2465","HH2741",0,6,"2017-08-21","Yes","Yes","Yes","couple","Yes",3,30,2,2,0.5,2,"No","No","No","No",3,1,"No","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,31,23,1,4
"2466","HH2826",0,4,"2017-08-21","Yes","Yes","Yes","male","Yes",4,28,5,2,0.400000005960464,2,"Yes","No","No","No",3,1,"No","female","a","c","a","Yes",NA,NA,"1","yes","Outside","No",2,25,23,1,4
"2467","HH2911",0,5,"2017-08-21","Yes","Yes","Yes","female","Yes",2,34,10,25,1,1,"No","No","98","Yes",1,3,"No","female","a","c","b","No","No",NA,NA,"no","Outside","No",1,35,23,1,4
"2468","HH2996",0,4,"2017-08-21","Yes","Yes","Yes","couple","Yes",2,77,6,3,3,2,"Yes","No","No","Yes",1,3,"No","female","a","c","a","Yes",NA,NA,"1","yes","Outside","No",1,56,23,1,4
"2469","HH3081",0,6,"2017-08-21","Yes","Yes","Yes","male","Yes",2,38,6,3,1,3.5,"Yes","No","No","Yes",3,3,"Yes","couple","a","c","b","No","No",NA,NA,"yes","Outside","Yes",2,32,23,1,4
"2470","HH3166",0,7,"2017-08-21","Yes","Yes","Yes","female","Yes",2,47,4,2,2,3,"No","No","No","No",3,1,"No","couple","b","c","b","Yes",NA,NA,"1","no","Inside","No",3,56,23,1,4
"2471","HH3251",0,4,"2017-08-21","Yes","Yes","Yes","couple","Yes",2,56,5,2,1.5,2,"No","No","No","No",3,1,"No","couple","c","c","a","No","No",NA,NA,"yes","Outside","No",1,50,23,1,4
"2472","FH2111",1,16,"2017-08-23","Yes","Yes","Yes",NA,"Yes",1,67,3,10,0.75,2,"No","No","No","Yes",1,1,"Yes","male","a","a","b","No","Yes","Yes","1","yes","Outside","No",NA,NA,24,1,4
"2473","HH2608",0,6,"2017-08-23","Yes","Yes","Yes","male","Yes",2,42,10,14,0.600000023841858,1,"No","No","No","No",3,3,"Yes","male","a","c","b","Yes",NA,NA,"1","no","Inside","No",4,39,24,1,4
"2474","HH2693",0,4,"2017-08-23","Yes","Yes","Yes","female","Yes",1,30,12,3,6,1,"Yes","No","No","No",3,4,"No","male","a","c","b","No","No",NA,NA,"yes","Outside","Yes",3,60,24,1,4
"2475","HH2778",0,6,"2017-08-23","Yes","Yes","Yes","couple","Yes",3,65,23,14,2,2.70000004768372,"No","No","No","No",1,6,"No","male","a","c","b","Yes",NA,NA,"1","no","Outside","No",1,63,24,1,4
"2476","HH2863",0,4,"2017-08-23","Yes","Yes","Yes","male","Yes",3,36,6,10,1,3,"No","No","No","Yes",3,2,"No","female","a","c","a","Yes",NA,NA,"1","yes","Inside","No",2,31,24,1,4
"2477","HH2948",0,16,"2017-08-23","Yes","Yes","Yes","female","Yes",1,39,9,10,0.5,0.300000011920929,"Yes","No","No","No",3,2,"No","female","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,999,24,1,4
"2478","HH3033",0,7,"2017-08-23","Yes","Yes","No","couple","Yes",4,25,4,3,0.5,2,"Yes","No","No","No",3,1,"No","female","b","c","b","Yes",NA,NA,"1","no","Outside","No",3,23,24,1,4
"2479","HH3118",0,7,"2017-08-23","Yes","Yes","No","male","Yes",4,46,17,40,2,5,"Yes","No","No","No",3,6,"No","couple","a","b","b","Yes",NA,NA,"1","yes","Outside","No",2,42,24,1,4
"2480","HH3203",0,4,"2017-08-23","Yes","Yes","Yes","female","Yes",2,20,5,8,1,1,"Yes","No","No","No",3,1,"No","couple","a","c","b","No","Yes","Yes","1","yes","Inside","No",2,24,24,1,4
"2481","HH3288",0,16,"2017-08-23","Yes","Yes","Yes","couple","Yes",3,58,9,8,0.75,1,"Yes","No","No","No",3,2,"Yes","couple","c","b","a","Yes",NA,NA,"1","no","Outside","No",2,32,24,1,4
"2482","FH2120",1,16,"2017-08-22","Yes","Yes","Yes",NA,"Yes",3,34,7,2,2.5,2,"Yes","No","No","No",1,3,"Yes","male","a","c","a","Yes",NA,NA,"1","yes","Outside","No",NA,NA,25,1,4
"2483","HH111",0,5,"2017-08-21","Yes","Yes","No","male","Yes",4,25,8,25,1,2,"Yes","No","No","No",4,4,"No","male","b","c","b","Yes",NA,NA,"1","no","Outside","No",3,24,25,1,4
"2484","HH1139",0,5,"2017-08-21","Yes","Yes","Yes","female","Yes",2,28,6,24,1,3.5,"Yes","No","Yes","No",1,5,"Yes","female","a","c","b","Yes",NA,NA,"1","no","Outside","No",5,30,25,1,4
"2485","HH1396",0,5,"2017-08-21","Yes","Yes","Yes","couple","Yes",1,35,10,24,2,10,"Yes","No","98","Yes",1,5,"Yes","female","a","c","b","Yes",NA,NA,"1","yes","Outside","No",4,23,25,1,4
"2486","HH1653",0,5,"2017-08-21","Yes","Yes","No","male","Yes",1,38,10,21,3,6,"Yes","No","Yes","No",3,2,"Yes","couple","a","a","b","Yes",NA,NA,"1","yes","Outside","No",2,28,25,1,4
"2487","HH1910",0,5,"2017-08-21","Yes","Yes","Yes","female","Yes",2,25,6,21,2.5,2,"Yes","No","No","Yes",3,4,"No","couple","a","a","b","No","No",NA,NA,"no","Outside","No",2,30,25,1,4
"2488","HH2167",0,5,"2017-08-21","Yes","Yes","Yes","couple","Yes",1,49,10,26,2,2.5,"Yes","No","No","No",3,5,"No","couple","b","c","b","Yes",NA,NA,"1","no","Outside","No",1,48,25,1,4
"2489","HH2424",0,5,"2017-08-21","Yes","Yes","Yes","female","Yes",2,18,3,24,1,2,"Yes","No","No","No",3,2,"Yes","ctrl","b","a","a","Yes",NA,NA,"1","no","Outside","No",2,26,25,1,4
"2490","HH2424",0,16,"2017-08-03","Yes","Yes","No","female","Yes",2,37,10,2,3,0.200000002980232,"Yes","No","No","Yes",1,3,"No","ctrl","c","c","b","Yes",NA,NA,"1","no","Outside","No",4,42,25,1,4
"2491","HH368",0,5,"2017-08-21","Yes","Yes","Yes","female","Yes",2,42,10,25,3,3,"Yes","No","No","No",2,4,"No","male","a","c","b","No","No",NA,NA,"yes","Outside","No",2,48,25,1,4
"2492","HH625",0,7,"2017-08-03","Yes","Yes","Yes","couple","Yes",4,23,2,2,3,3,"No","No","Yes","No",1,1,"Yes","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",4,18,25,1,4
"2493","HH625",0,7,"2017-08-03","Yes","Yes","No","couple","Yes",2,50,8,5,1,1,"No","No","No","No",1,3,"No","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",1,48,25,1,4
"2494","HH625",0,5,"2017-08-21","Yes","Yes","Yes","couple","Yes",2,42,5,24,1.5,1.5,"Yes","No","No","No",3,2,"No","male","c","c","b","Yes",NA,NA,"1","yes","Outside","No",2,42,25,1,4
"2495","HH882",0,5,"2017-08-21","Yes","Yes","Yes","male","Yes",2,43,11,24,2,3.5,"Yes","No","No","No",1,4,"Yes","female","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,43,25,1,4
"2496","FH19",1,11,"2017-08-22","Yes","Yes","No",NA,"Yes",2,30,5,6,1.5,15,"Yes","No","Yes","Yes",3,2,"Yes","male","a","c","b","No","Yes","Yes","1","yes","Outside","No",NA,NA,26,1,4
"2497","HH1221",0,13,"2017-08-21","Yes","Yes","Yes","female","Yes",1,65,10,1,0.5,1,"No","No","Yes","Yes",1,2,"No","female","c","c","b","Yes",NA,NA,"1","yes","Outside","No",1,75,26,1,4
"2498","HH1478",0,10,"2017-08-21","Yes","Yes","No","couple","Yes",4,75,5,3,2,3,"Yes","No","No","No",1,3,"Yes","female","a","c","b","Yes",NA,NA,"1","yes","Outside","No",4,69,26,1,4
"2499","HH1735",0,11,"2017-08-21","Yes","Yes","Yes","male","Yes",2,42,5,5,0.5,4,"Yes","No","No","Yes",3,2,"Yes","couple","a","c","b","Yes",NA,NA,"1","yes","Outside","No",3,37,26,1,4
"2500","HH193",0,14,"2017-08-21","Yes","Yes","No","male","Yes",2,46,8,3,1.5,7.5,"No","No","No","Yes",3,1,"No","male","a","c","b","No","Yes","Yes","1","yes","Outside","No",2,32,26,1,4
"2501","HH1992",0,13,"2017-08-21","Yes","Yes","No","female","Yes",4,32,8,1,1.5,3,"Yes","No","No","No",1,3,"Yes","couple","a","c","b","No","No",NA,NA,"yes","Outside","No",3,37,26,1,4
"2502","HH2249",0,13,"2017-08-21","Yes","Yes","Yes","couple","Yes",3,67,5,12,0.5,3,"Yes","No","No","No",3,1,"No","couple","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,58,26,1,4
"2503","HH2506",0,2,"2017-08-21","Yes","Yes","Yes","male","Yes",5,33,6,3,4,5,"Yes","No","No","No",3,2,"Yes","ctrl","c","c","b","Yes",NA,NA,"1","no","Inside","No",4,26,26,1,4
"2504","HH450",0,13,"2017-08-21","Yes","Yes","No","female","Yes",3,30,8,1,2,6,"Yes","No","No","Yes",1,2,"No","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",3,31,26,1,4
"2505","HH707",0,10,"2017-08-21","Yes","Yes","No","couple","Yes",4,26,5,3,1.5,0.5,"Yes","No","No","No",3,1,"No","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,23,26,1,4
"2506","HH964",0,10,"2017-08-21","Yes","Yes","No","male","Yes",5,39,14,1,0.25,0.300000011920929,"No","No","No","No",1,2,"Yes","female","c","c","b","Yes",NA,NA,"1","yes","Outside","No",4,28,26,1,4
"2507","FH25",1,11,"2017-08-21","Yes","Yes","No",NA,"Yes",2,40,4,30,1,2,"No","No","No","No",3,1,"No","female","a","c","b","Yes",NA,NA,"1","yes","Inside","No",NA,NA,27,1,4
"2508","HH1025",0,14,"2017-08-21","Yes","Yes","No","male","Yes",3,38,5,3,2,12,"Yes","No","No","No",3,1,"Yes","female","a","c","b","No","Yes","Yes","1","no","Outside","No",2,27,27,1,4
"2509","HH1282",0,14,"2017-08-21","Yes","Yes","No","female","Yes",1,41,6,3,1,3,"Yes","No","No","No",1,2,"No","female","a","c","b","Yes",NA,NA,"1","no","Outside","No",3,50,27,1,4
"2510","HH1539",0,2,"2017-08-21","Yes","Yes","Yes","couple","Yes",3,29,6,3,4,15,"No","No","No","Yes",3,2,"Yes","female","a","c","b","Yes",NA,NA,"1","no","Outside","No",2,23,27,1,4
"2511","HH1796",0,2,"2017-08-21","Yes","Yes","Yes","male","Yes",2,34,11,8,3,5,"Yes","Yes","Yes","Yes",1,3,"No","couple","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,28,27,1,4
"2512","HH2053",0,14,"2017-08-21","Yes","Yes","No","female","Yes",3,43,10,4,1,2,"Yes","No","No","No",3,1,"Yes","couple","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,58,27,1,4
"2513","HH2310",0,14,"2017-08-21","Yes","Yes","No","couple","Yes",2,29,7,5,2,5,"Yes","No","No","No",3,1,"Yes","couple","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,28,27,1,4
"2514","HH254",0,2,"2017-08-21","Yes","Yes","No","male","Yes",4,41,10,15,1,6,"Yes","No","No","Yes",3,3,"Yes","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,39,27,1,4
"2515","HH2567",0,14,"2017-08-21","Yes","Yes","Yes","female","Yes",5,22,7,4,1,4.5,"Yes","No","No","No",1,2,"Yes","ctrl","c","c","a","Yes",NA,NA,"1","no","Outside","No",3,25,27,1,4
"2516","HH511",0,2,"2017-08-21","Yes","Yes","No","female","Yes",5,21,3,3,4,1,"Yes","No","No","Yes",3,1,"Yes","male","a","c","b","No","Yes","Yes","1","yes","Outside","No",5,25,27,1,4
"2517","HH768",0,14,"2017-08-21","Yes","Yes","No","couple","Yes",4,31,5,4,0.5,1.5,"Yes","No","Yes","Yes",3,1,"No","male","a","c","b","No","Yes","Yes","1","no","Outside","No",2,26,27,1,4
"2518","FH2130",1,16,"2017-08-22","Yes","Yes","Yes",NA,"Yes",2,52,1,2,2,3,"Yes","No","No","No",3,1,"No","female","c","a","b","Yes",NA,NA,"1","no","Outside","No",NA,NA,28,1,4
"2519","HH2622",0,9,"2017-08-21","Yes","Yes","Yes","male","Yes",2,40,10,10,0.5,0.5,"Yes","No","Yes","No",3,4,"No","male","a","c","c","Yes",NA,NA,"1","no","Outside","No",2,35,28,1,4
"2520","HH2707",0,9,"2017-08-21","Yes","Yes","No","female","Yes",1,35,13,5,1.5,0.5,"Yes","No","No","No",3,3,"No","male","a","c","b","No","No",NA,NA,"yes","Outside","No",1,36,28,1,4
"2521","HH2792",0,6,"2017-08-21","Yes","Yes","No","couple","Yes",2,42,5,4,2.5,0.600000023841858,"No","No","No","Yes",3,2,"Yes","male","a","c","b","Yes",NA,NA,"1","no","Outside","No",2,23,28,1,4
"2522","HH2877",0,7,"2017-08-21","Yes","Yes","Yes","male","Yes",2,53,7,4,3,1,"No","No","No","No",3,2,"No","female","a","c","a","No","Yes","Yes","1","no","Outside","No",2,43,28,1,4
"2523","HH2962",0,6,"2017-08-21","Yes","Yes","Yes","female","Yes",2,32,6,5,0.5,0.200000002980232,"Yes","No","No","No",3,2,"Yes","female","a","c","b","No","No",NA,NA,"yes","Outside","No",2,59,28,1,4
"2524","HH3047",0,4,"2017-08-21","Yes","Yes","Yes","couple","Yes",4,23,4,1,0.5,2.5,"Yes","No","No","No",3,1,"No","female","a","c","b","Yes",NA,NA,"1","yes","Outside","Yes",3,22,28,1,4
"2525","HH3132",0,7,"2017-08-21","Yes","Yes","No","male","Yes",2,23,5,4,1,0.5,"Yes","No","No","No",3,1,"No","couple","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,22,28,1,4
"2526","HH3217",0,6,"2017-08-21","Yes","Yes","Yes","female","Yes",2,32,9,12,2.5,12,"Yes","No","No","No",1,3,"No","couple","a","c","b","No","No",NA,NA,"no","Outside","No",3,32,28,1,4
"2527","HH3302",0,4,"2017-08-21","Yes","Yes","No","couple","Yes",4,27,5,2,2,5,"Yes","No","Yes","No",3,1,"No","couple","a","c","d","Yes",NA,NA,"1","yes","Outside","Yes",3,24,28,1,4
"2528","FH2139",1,15,"2017-08-21","Yes","Yes","Yes",NA,"Yes",2,61,8,3,2,0.300000011920929,"No","No","No","Yes",3,2,"No","male","a","c","b","No","No",NA,NA,"no","Outside","No",NA,NA,29,1,4
"2529","HH3356",0,12,"2017-08-21","Yes","Yes","No","male","Yes",3,55,13,3,1,10,"No","No","No","No",3,1,"No","male","a","c","b","No","No",NA,NA,"yes","Outside","No",2,40,29,1,4
"2530","HH3383",0,12,"2017-08-21","Yes","Yes","Yes","female","Yes",2,41,12,5,1,1,"Yes","No","No","No",3,1,"No","male","a","c","b","No","No",NA,NA,"no","Outside","No",2,44,29,1,4
"2531","HH3410",0,12,"2017-08-21","Yes","Yes","No","male","Yes",2,68,2,5,4,4,"Yes","No","No","No",3,2,"No","female","b","c","b","No","No",NA,NA,"yes","Outside","No",4,48,29,1,4
"2532","HH3437",0,12,"2017-08-21","Yes","Yes","Yes","female","Yes",3,24,10,3,4,3,"Yes","No","No","No",3,1,"No","female","a","c","b","Yes",NA,NA,"1","yes","Outside","No",4,28,29,1,4
"2533","HH3464",0,15,"2017-08-21","Yes","Yes","No","male","Yes",2,33,9,2,2,3,"Yes","No","No","No",1,2,"Yes","couple","a","c","b","No","No",NA,NA,"yes","Outside","No",1,28,29,1,4
"2534","HH3491",0,15,"2017-08-21","Yes","Yes","Yes","female","Yes",4,30,10,4,1.5,3,"Yes","No","No","Yes",1,3,"No","couple","a","c","b","Yes",NA,NA,"1","yes","Outside","No",4,35,29,1,4
"2535","HH3518",0,12,"2017-08-21","Yes","Yes","Yes","couple","Yes",2,71,3,5,2,5,"Yes","No","No","Yes",3,2,"Yes","couple","a","c","b","No","Yes","Yes","1","yes","Outside","No",1,60,29,1,4
"2536","FH2",1,15,"2017-08-22","Yes","Yes","No",NA,"Yes",2,40,8,1,6,2,"No","No","No","Yes",1,5,"No","female","a","c","b","Yes",NA,NA,"1","no","Outside","No",NA,NA,1,2,4
"2537","HH1036",0,12,"2017-08-22","Yes","Yes","No","female","Yes",4,32,12,6,3,1,"Yes","No","No","No",3,1,"No","female","a","c","b","Yes",NA,NA,"1","yes","Outside","No",3,36,1,2,4
"2538","HH1293",0,12,"2017-08-22","Yes","Yes","No","couple","Yes",4,56,5,2,1.5,2,"Yes","No","No","No",3,3,"No","female","a","c","b","Yes",NA,NA,"1","no","Inside","No",4,49,1,2,4
"2539","HH1550",0,15,"2017-08-22","Yes","Yes","Yes","male","Yes",2,34,9,1,2,0,"Yes","No","No","Yes",1,1,"No","couple","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,23,1,2,4
"2540","HH1807",0,15,"2017-08-22","Yes","Yes","No","female","Yes",4,39,7,12,2,7,"Yes","No","No","No",3,4,"Yes","couple","a","c","b","Yes",NA,NA,"1","yes","Outside","No",3,45,1,2,4
"2541","HH2064",0,15,"2017-08-22","Yes","Yes","Yes","couple","Yes",2,33,6,2,1,0.600000023841858,"Yes","No","No","No",3,2,"No","couple","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,28,1,2,4
"2542","HH2321",0,15,"2017-08-22","Yes","Yes","No","couple","Yes",2,58,9,10,3,0.600000023841858,"Yes","No","No","No",3,4,"Yes","ctrl","c","c","b","Yes",NA,NA,"1","no","Outside","No",2,56,1,2,4
"2543","HH265",0,15,"2017-08-22","Yes","Yes","No","female","Yes",2,25,6,2,0.5,1,"Yes","No","No","No",3,1,"No","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",4,30,1,2,4
"2544","HH522",0,12,"2017-08-22","Yes","Yes","Yes","couple","Yes",4,57,13,6,1.5,1,"Yes","No","No","No",1,2,"Yes","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",1,40,1,2,4
"2545","HH779",0,12,"2017-08-22","Yes","Yes","No","male","Yes",2,23,2,6,1,0.5,"Yes","No","No","No",3,1,"No","female","a","c","b","No","No",NA,NA,"yes","Outside","No",4,999,1,2,4
"2546","HH8",0,12,"2017-08-22","Yes","Yes","No","male","Yes",3,46,6,6,3,7,"Yes","No","No","No",3,1,"No","male","a","c","b","Yes",NA,NA,"1","no","Outside","No",3,41,1,2,4
"2547","FH24",1,3,"2017-08-22","Yes","Yes","Yes",NA,"Yes",2,48,7,1,0.5,2,"Yes","No","No","No",3,1,"No","female","c","c","b","No","No",NA,NA,"no","Outside","No",NA,NA,2,2,4
"2548","HH1012",0,1,"2017-08-22","Yes","Yes","No","male","Yes",3,41,4,1,0.5,1,"Yes","No","No","No",3,1,"No","female","a","c","a","Yes",NA,NA,"1","no","Inside","No",2,39,2,2,4
